id,predicted_price
2591820310,434623.3851778639
7974200820,794634.5382459689
7701450110,1241401.5559802465
9522300010,2154622.378213011
9510861140,669100.9284906035
1761300310,281596.54422801104
7732410120,763691.8311025721
7010701383,544241.0702157632
291310170,380318.87273901183
4232901990,383896.87971328077
6840701125,486419.53513003205
3971700580,522877.48097915505
4202400078,295591.1831980967
6064800090,385624.6381411187
2626119028,299447.03736224386
3303980660,1111808.0497932846
862000020,401004.7481462976
2386000070,1153094.0332211035
1138000450,396961.9034832338
1775800420,591577.824243792
2291401425,442678.85545461136
2025770560,1124976.79294787
3525069037,767761.099485431
9324800450,792059.7826310751
8080400136,462923.3294213752
8651540040,493758.8168141171
9407001790,252594.02031120498
1773101530,206073.2131431725
9432900250,292164.22539568244
1794500695,440771.9440715619
2220069003,323124.8509396631
923000120,585743.3443771494
5728000060,509361.9112315314
16000200,265843.144472019
1926059094,522762.92525373603
6672900220,696853.867927382
3629860060,795398.8128743974
1822069109,404525.6488123209
6675500105,424208.0331428972
249000180,980541.9674674078
226059065,564611.5640464512
396100110,374867.20482411014
9264450460,338435.94313082367
7853361210,335088.8872592231
9474700020,249996.3525153953
421000455,236247.11312396714
3755200220,431762.8270347777
7960100075,377319.5129987521
9477100490,425338.99783178617
9138100350,741684.887234501
1624049275,387169.8744354913
2770606890,352730.18816246674
1157200189,508265.4963135333
2770601800,357587.5620713669
9301300805,431908.1828960043
2325069032,1486315.7179041847
1021079099,322269.0934386487
7215730040,717608.4652061032
1853200080,492041.26834061294
3224600340,664251.1181255544
3222049120,437405.53223906143
2113700025,300039.19812532264
7893207925,232092.44223594433
3586501085,683639.1770885147
8024200010,380292.27006862866
7116500705,191321.77254875272
1598600209,362312.20469160576
7204200025,1102773.785866472
4206901505,369291.34724080213
2937300440,970223.0155974363
7205000180,353488.9189040604
8718500665,466819.9050425288
5318101765,584263.2465264305
4122700020,621402.7731794902
8078700020,673614.0054129633
3303980680,1001359.8547030916
8924100372,989120.7767259114
2781270210,200905.98702000317
519000043,449942.0893554898
3225069301,2078663.3941484976
151000075,549873.5215157531
2297400020,480111.3163882653
6617500085,589201.8640834197
104510180,245828.00584039505
3528900060,723131.6783845567
3345100286,556517.4404092127
1226039130,608923.2370444939
8712100720,539534.7716836456
3037200010,364806.85399809515
3626039268,392931.3027350454
104510230,275987.4006051403
5112800060,376897.10172686994
6072400280,574531.3369662511
5317100570,675657.6457677552
9528102993,500285.35222575115
2919201095,390556.4077209343
6181400920,287506.3373600202
185000161,317568.6749147455
8691400010,747575.0503082473
3345700165,486643.831968803
6151800486,190712.9467084065
4340000080,818933.928067992
4136960010,683428.0122573627
3634100030,360881.9350927434
1624059224,1069154.8321548542
2788400090,333051.3269269074
9828200762,343044.28411912103
7524400250,630088.6373006909
3528000290,823782.899171957
5700003630,1993665.796517458
2720069019,236861.50785161165
7227501170,240194.05821583606
2397101270,417155.3271306858
6792100090,705194.7718944553
2770602265,435089.2218340646
3971700937,390384.6916919029
422049203,269103.96930149145
3076500830,268751.3006247794
1423400260,302078.87074835796
9161100795,321940.741515789
3126049052,477500.48342560924
5100401468,330561.6138971424
514500235,350416.54404179123
1423200170,223849.59379446335
1402100070,442099.3824194015
624110020,992954.5267186451
2407000145,244365.47707417991
1890000225,565293.4378134345
1320069271,235105.1722978189
5490700085,471513.18234689755
263000155,462367.9045782447
3726800201,386016.13883105776
5153200358,308902.8410802015
2725079018,758328.0412786491
7165700200,342066.6827156813
9429000170,616373.5885314866
8718500075,509907.0994559552
1760650950,288449.5342434031
1068000559,1146397.3494882646
4113800500,574809.35906784
4077800507,596931.2187790507
2725069150,801875.7990554038
4008400035,790953.8262765608
7016310270,543496.4452170312
1432701230,253348.61401450777
3278606050,386041.17559701967
2473350710,434422.0942483115
2185000685,207309.7281768879
7792000025,307921.9911580158
6868200029,531716.1517434818
624069003,780280.0272786072
7431500280,802549.1055733443
3296000040,507917.4286314409
1118001215,847290.7450481937
6453900040,1067021.212128779
333100209,700420.0573152598
34001765,564921.851922711
8946700100,446599.5682018518
5561401210,649977.5457470682
6671900095,507091.7733035728
3275850020,708595.0637528691
3876300600,447184.946587064
1450900020,272667.66131313366
8562780280,306756.84178379807
7663700973,458630.2299975453
2126049032,455164.2297810109
1823059159,192361.7137557122
3438503426,290482.8409112203
9297301495,470538.0448763054
7140700850,403254.40741770196
7942601805,596361.3238889618
2555900030,505504.53511909366
2887970040,323404.6846692107
7419700010,636872.5783882403
2239000011,444328.8135669729
9283800050,324611.75460192905
9407001340,284037.61090619676
217500140,824940.4510840176
7212660520,237495.09787936817
3298201170,271229.75565039174
3057000400,389321.38309651753
6865200444,463574.999769484
6071600340,430116.6621438342
6821600005,588311.5870667056
1235100371,705044.6602556071
7796450340,391004.4774338251
3603000410,205016.22478885378
9297300255,530024.5863835836
9126100850,438629.12720882235
2770601462,450132.7765606196
2599001500,242219.03864838212
1102000095,627567.7557161057
1853080640,990278.6645095574
9551201585,802760.812047147
3438500796,303139.145518814
7518504291,451148.78374170786
9269200340,355909.98329805
715010130,2088255.126374518
1982201485,539739.214537511
9526500080,510575.06964810926
9277200180,301347.0957373291
6669150280,319244.99278002605
8917100153,535657.6114566043
3760500516,1243132.0577326438
2725069050,1015388.6639379782
3332000091,269073.10942826973
8562770080,500476.8545943151
8151601190,273843.1309619767
8563040160,551351.7173254858
240000269,734307.6907949902
4307350200,343258.0058395481
1311910300,322318.33523085737
3574900030,629320.8207390166
7853230570,379649.807119862
320069049,321869.3943376161
9839301060,454145.34005957755
7011201333,620491.7567700109
2781320100,215355.740079531
3421069120,369049.1918505538
7852030320,414372.2974363597
5316101075,1462590.2169265947
5309100750,410404.6500189699
629000730,412267.3551018322
511700170,369938.39595208404
1562100030,494064.91797070386
2489200230,461899.78457583615
524069116,393349.98888849537
5315100737,666843.3877187409
1868900675,714313.4325269498
1608000120,423600.5117342953
705700240,315202.1798452549
7575600610,346544.958614035
1778500015,486200.7760702919
5423500240,210313.94104664994
6713700025,475375.36700999516
2734100734,355654.35798331775
301402280,239347.98558209336
2113700205,258673.83606662802
4114601570,2680934.0163266975
3332000615,278597.8791189084
3630050180,350474.202522048
6852700520,442845.59269961395
6870310010,606198.0774113943
6163900981,427421.5513311734
393000142,434796.6482872541
1771100130,433995.3203998994
1442860160,448628.7349665212
9191200435,451674.9505457138
6788200800,716654.7813431532
1115300070,699974.7617275496
3176600105,646123.6647369292
2770604665,418013.9752068855
5469500580,485908.2827111845
5680000545,399691.0885317662
3424089119,459011.33744352666
1328300180,372151.6096533326
1773100922,415779.4068431374
4123830480,328803.32760485896
9808610190,857345.5083245805
4250200140,281470.5171736912
4217402115,4296878.153787159
3831250350,414712.76469229785
2397101055,619118.5798254772
6817850110,1020086.1304797461
7526800200,560358.6768038309
7853370100,639994.4676002967
2523089025,953064.5703674493
9476200680,290767.3187293407
5714200140,491836.23063835804
3575304895,513724.2042021514
263000018,528228.752752756
8080400177,415308.1003782262
6450304130,396769.2369928835
514500090,474023.2590534772
9477000300,529386.835906217
853600310,2096166.9852578437
1951600240,261342.87274838652
1099900120,385631.67589145066
5323100120,455299.10891362815
1223089016,326102.0325794746
522059172,290779.9693575525
1930300190,515344.388659863
9542840410,278164.16131808085
8665050530,410987.9214672066
5592900205,452336.5732927734
5450300010,394224.1346718337
2459960030,335840.5714115046
3331500455,465496.8927740452
3432500705,506085.3217324139
3702900165,244013.78750681895
5249803550,476052.62868296675
626049058,602523.3555905625
1788900380,204130.2757257923
8075400360,269657.1291890319
9113200250,776327.7377074412
2738640040,992645.6856585765
7821200307,376320.5397387735
3530440140,319276.97309497924
3582700130,561331.5617004517
9276200569,571547.9326884887
7197800020,499235.48982741224
686200490,494193.04117026157
3501600100,354368.02723849675
6383000690,585534.6973200632
7604400150,362407.82678829983
5249801411,602997.6249540835
2607720420,396043.56874436454
9561100010,536446.5490767051
1796370590,249876.33616531632
4077800593,406104.55292079196
854000165,281652.14523449447
5536100010,350477.35006719205
4188000670,1008648.1804601183
31000165,1026031.7261810572
662350050,871662.5337371223
4137000280,275565.441366361
6169901130,837834.7815950521
1953400510,315243.2295892936
7518506716,860364.0264202859
1552520010,472626.88757035875
7955080270,327211.7655689217
9212900100,441309.9890974897
3438500798,303179.81136807986
7899800890,242484.18238527156
4319200605,412889.9737458264
1329300480,388969.470595084
8935100100,572664.3482109563
5016001260,322571.55862488394
4337600280,342057.8176421098
1446401220,236332.07115426063
7135521530,583202.3661344311
6888900115,239491.41765404015
2413301070,340869.8405891211
345700040,309821.40073442296
5566100145,356755.93044199486
7634800070,370526.4896589494
9346910500,580560.1917028564
3529300060,387716.3903667845
8128600060,1704944.4454373484
8572900275,197364.15346355067
4139420590,1823935.4307226287
9274200322,554229.2994240837
1472700200,554629.4931341159
8820903380,516690.83836793195
8563010130,739600.8306907788
8965450110,728557.4322791386
9274204230,382076.9418558647
8165501700,409145.6188561874
2193340260,511773.84867844265
1860600290,628793.4176132969
1222000055,225384.07993030318
2492200280,382116.2082820958
2488200455,388710.55654496216
809001520,726925.4175810001
1796361140,241856.26115301347
6398000011,880590.9686228555
6813600365,522698.94213348976
7504100920,932370.1839360697
8835770330,723889.5452887524
524059322,551444.1339900342
4307330280,401383.70940955734
1245002952,873347.6119811157
2021069059,242334.966008231
5700000595,497456.1774949398
3629970930,635888.8732815024
3336002215,270673.0560707216
5100401060,578034.0723965517
3278600750,377722.50957138295
1126069045,2438635.142076926
7568700175,401459.437307782
452001475,404519.0714327867
9283800230,412588.29814544565
1737300130,832060.8661866979
6189600040,422870.9752352907
3679400025,443400.53014616243
1096100010,407432.1743858889
9513900050,283210.31899604585
5452800645,535694.5815208402
273800100,257599.00828678827
7228500037,404197.2964809667
808300090,572711.4016092689
2493200215,519038.4105905429
5035300255,548963.4779437676
3380900160,491294.0474465214
3630000130,368603.22201176255
7300400670,329860.614828458
6798100070,400960.68596581125
8078400010,489283.7848512355
5566100060,381965.92604551895
2768200212,480189.9406280605
4035900060,437506.6855732233
9460000110,411913.43840897136
7199320190,504280.52085653227
2225039081,356044.04648990935
9512200050,705423.0155370602
2634500085,406529.801393372
3654800200,278040.2291445895
2724079090,1861795.9756367523
2597520720,637800.6601696239
3034200426,437673.9174293397
984000130,349038.3879040108
7852020670,401807.29575383995
7923500060,686806.5707032083
2310030510,291067.20756714646
2205500540,387760.9751334823
2493200015,338905.0307933431
7853361420,525327.0425786733
5652600605,505278.1218427805
5285200020,359143.94469230156
9406530150,353203.53840190923
5706300020,396012.2622453684
3278602490,455560.10246568936
7197000100,538874.1956861466
4447300008,553088.6653830293
7899800045,256253.72639699577
9250900095,456063.8640834808
9268851740,466241.5120305655
8682261440,483066.57085577276
7284900385,1118168.8751864457
8079040300,437461.00304326514
2225300585,570335.5769732766
3223039013,423377.0678032826
2013801350,270798.39163814834
4055701110,969620.3949514282
3578401770,405890.2276079543
4046500720,639127.8950437569
6145601745,393258.18700812454
5207200195,536773.3594342074
1972201856,434349.48774233117
7212680080,244589.61912992355
7277100510,837732.412851443
522079022,557727.8646478864
5605000440,569468.8117302897
6632300230,427471.7709460046
8815400165,507915.0290325883
6708200320,826980.015989624
2426059076,723591.2601862077
3260200200,415387.3674852117
2770601741,430798.02723210276
4338800500,271583.0932728844
9201000320,758386.6105100127
7655900038,420792.86400277325
3625059140,469440.4237688432
4222310010,245830.66358035142
2114700115,328784.1683133204
3291800710,356506.0672232683
9406590010,429437.3173287651
3025059124,2183051.019476682
7972601250,453129.3895629837
930000470,924321.7499506532
6690500060,393314.0206366149
16000015,180280.45477595902
5693501102,509761.03381424776
8079040490,454214.6693745723
7225000155,364986.61694657576
8819900170,674748.2680306337
7972601270,349342.24835278693
1224069074,898013.6500412334
5126900321,358809.2420430662
3438501860,275941.0106536946
2822069080,379273.5157239571
1656600310,579991.4670104625
3856900507,946709.8490092307
1626069139,555955.3061957731
2524049257,1088085.8832010212
3904960150,453268.95622957504
7214820610,577537.5386056907
7977201845,429741.20720389445
2428100080,767588.8949820047
2202500135,322635.6332286868
1523550220,638307.9384435504
2313900610,363166.60336548736
4123840050,376435.41161906405
2125059124,979432.6847415331
1225039067,468675.2950349492
6431500283,428310.9068391876
2473380010,340282.10487934505
5694501195,346271.6897924105
2881700046,469766.4539659081
6837820330,368177.88650236116
2337300370,241760.20101724996
3876540630,217020.3452704412
626059317,482444.31510046317
3374500520,393633.68902321614
7228501903,309940.0406802357
4019300051,699678.9751454463
4232902615,416475.5766270113
3546000090,259649.64250444985
8127700215,662150.9849470016
3438501100,357742.7705255321
1769600066,645924.8464712175
8146100610,362722.45426015847
3052700695,431923.2939696218
7954310210,635082.2709625099
3761700053,2932170.2906550523
1320069179,303821.3909585947
1331900410,1060399.4356971143
7303100210,343229.4644980048
2464400285,447782.74390695523
6163901150,464514.86512199976
8955800045,393306.85039689403
2314300200,451243.9378928715
9528104360,377320.4801599358
4177100005,635566.125677789
8856960260,286863.6105415073
1828001220,613172.9757952678
3066400710,749426.9017485856
624110610,1238448.6785855645
4040800260,333859.2542706291
5019500215,411602.64228058263
2481630180,1240746.776868064
7203170190,623311.0895819571
510001280,687504.1779295132
9430110120,779174.1051049737
1565950030,377227.0000015284
9828202255,652982.841358485
3878900270,542957.8004622557
8091600080,179653.8102444682
1112000035,294730.52530343895
2228900270,412793.1119114911
